,review_id,review_text,review_text_translated,review_lang,review_rating,rating_helpfulness,review_datetime,review_add,product_capacity,product_color
10,r3sfw6jkm9ydz1,"I'm a software developer and I've only used PC for my entire career. I've been using the windows subsystem for Linux and other Unix based shells for work for a long time and I've always had the desire to try development on a Mac.I assumed that it would be like any other Windows machine that's had the OS replaced with Linux, one of my favorite computers was a Lenovo with Ubuntu on it so that's what I expected.I bought a Surface Pro X which has an ARM based processor (ms sq1 chip) so I thought that I knew what to expect, I assumed that it would be frustrating that the majority of the software I used probably wouldn't work correctly but I have to say that Apple did so much better than Microsoft on this one. The M1 chip makes this $1,000 laptop feel like a $2500 laptop. I've only run into one application that couldn't run and the general online community recommended an alternative for me.the most difficult thing for me was getting used to the different keyboard layout but once I did, this laptop has been nothing short of a pleasure to work with and has replaced my Surface laptop 3 as my daily driver and primary software development machine.I might revert to my Surface laptop three if I go back to .NET development in the future but for the general web stuff I typically do, I couldn't ask for a better machine.The battery life is excellent, this laptop feels premium, I have no doubt that this will last me well into the future and it has completely changed my mind about Apple.The biggest downside in my opinion is that I spent a fortune on accessories and peripherals because Apple products tends to exist in their own separate ecosystem which can be a bit frustrating.One thing that everyone should be aware of is that you can't connect this laptop to two separate external displays. I had to get used to One external display and then using a virtual desktop. That is unfortunate because I really liked having three monitors at all times but I haven't found a way to make it work with this machine.Generally speaking, I would recommend this to anybody who's considering it. Unless you are a PC gamer, there's very little that this computer won't excel at. I'd argue that it might be the best quality laptop in this price range by a factor of two, and I have historically been very critical of Apple.","I'm a software developer and I've only used PC for my entire career. I've been using the windows subsystem for Linux and other Unix based shells for work for a long time and I've always had the desire to try development on a Mac.I assumed that it would be like any other Windows machine that's had the OS replaced with Linux, one of my favorite computers was a Lenovo with Ubuntu on it so that's what I expected.I bought a Surface Pro X which has an ARM based processor (ms sq1 chip) so I thought that I knew what to expect, I assumed that it would be frustrating that the majority of the software I used probably wouldn't work correctly but I have to say that Apple did so much better than Microsoft on this one. The M1 chip makes this $1,000 laptop feel like a $2500 laptop. I've only run into one application that couldn't run and the general online community recommended an alternative for me.the most difficult thing for me was getting used to the different keyboard layout but once I did, this laptop has been nothing short of a pleasure to work with and has replaced my Surface laptop 3 as my daily driver and primary software development machine.I might revert to my Surface laptop three if I go back to .NET development in the future but for the general web stuff I typically do, I couldn't ask for a better machine.The battery life is excellent, this laptop feels premium, I have no doubt that this will last me well into the future and it has completely changed my mind about Apple.The biggest downside in my opinion is that I spent a fortune on accessories and peripherals because Apple products tends to exist in their own separate ecosystem which can be a bit frustrating.One thing that everyone should be aware of is that you can't connect this laptop to two separate external displays. I had to get used to One external display and then using a virtual desktop. That is unfortunate because I really liked having three monitors at all times but I haven't found a way to make it work with this machine.Generally speaking, I would recommend this to anybody who's considering it. Unless you are a PC gamer, there's very little that this computer won't excel at. I'd argue that it might be the best quality laptop in this price range by a factor of two, and I have historically been very critical of Apple.",English,5.0,31.0,2021-04-05,Capacity: 256GBColor: Space Gray,256GB,Space Gray
11,r2ot79css4e8j,I loved this computer until I tried to use the USB port. IT DOES NOT HAVE ONE!!!!!!!!!!!!!!!!!!!!!!!!,I loved this computer until I tried to use the USB port. IT DOES NOT HAVE ONE!!!!!!!!!!!!!!!!!!!!!!!!,English,1.0,41.0,2021-03-06,Capacity: 256GBColor: Gold,256GB,Gold
12,r23y2q5ccysuv,"I was so excited to buy my first MacBook.  Opened the first one and nothing zip, zero, dead. Charged it, called Apple, who told me to return it.  It took over an hour to get Amazon to accept the return and ship me a replacement.  Next morning get MacBook number 2- super excited because I open it and it comes on and sings a song! Loved it for the 3 hours it worked.  It updated and Locked me out.  Did everything they told me to do online, call Apple that admits they are having this issue and I can return it for another one! Since it’s not 14 days old.  No thanks.  I am done.  Since Apple told me to return it this time Amazon was amazing and is picking it up for return tomorrow.  This was a crappy experience.  I love my iPad Pro and iPhones- no more MacBook for me.","I was so excited to buy my first MacBook.  Opened the first one and nothing zip, zero, dead. Charged it, called Apple, who told me to return it.  It took over an hour to get Amazon to accept the return and ship me a replacement.  Next morning get MacBook number 2- super excited because I open it and it comes on and sings a song! Loved it for the 3 hours it worked.  It updated and Locked me out.  Did everything they told me to do online, call Apple that admits they are having this issue and I can return it for another one! Since it’s not 14 days old.  No thanks.  I am done.  Since Apple told me to return it this time Amazon was amazing and is picking it up for return tomorrow.  This was a crappy experience.  I love my iPad Pro and iPhones- no more MacBook for me.",English,1.0,33.0,2021-03-17,Capacity: 256GBColor: Space Gray,256GB,Space Gray
13,r1bojdpst7e0zi,"I'm a Windows guy.  I bought this because I am creating a few apps.  The apps aren't ready; so I really haven't used it yet, beyond exploring for a few hours.  It's neither fast, nor large, by today's standards, but it is solid, light, and robust with Apple's latest release.  It'll last for years.No way to connect Apple's top products:  Mac Air and iPhone.  I guess I need more cables.  Please, sir, take more of my money.","I'm a Windows guy.  I bought this because I am creating a few apps.  The apps aren't ready; so I really haven't used it yet, beyond exploring for a few hours.  It's neither fast, nor large, by today's standards, but it is solid, light, and robust with Apple's latest release.  It'll last for years.No way to connect Apple's top products:  Mac Air and iPhone.  I guess I need more cables.  Please, sir, take more of my money.",English,5.0,26.0,2020-12-16,Capacity: 256GBColor: Space Gray,256GB,Space Gray
14,r3k9so5v0dg1tl,"I purchased the MacBook Air to replace a 4th Gen Surface Pro that was down to about 30 minutes of battery life.  I purchased an Intel Mac Mini about six months ago and was intrigued by recent news articles regarding the M1 chip.  I'm thrilled with the added battery life on the new device and amazed by the speed difference between my Intel-based mini vs. the M1.  Out of the box, adding a full charge, the new Mac estimates 19+ hours of battery life.  I've been using the computer for three hours, four open apps, and have bumped the battery gauge to 98%.  Think I've eliminated battery anxiety.  App launches are two to three times faster on the Air vs. my Mini.  The new laptop is zippy!  I'm thrilled with my new laptop and look forward to many years together.","I purchased the MacBook Air to replace a 4th Gen Surface Pro that was down to about 30 minutes of battery life.  I purchased an Intel Mac Mini about six months ago and was intrigued by recent news articles regarding the M1 chip.  I'm thrilled with the added battery life on the new device and amazed by the speed difference between my Intel-based mini vs. the M1.  Out of the box, adding a full charge, the new Mac estimates 19+ hours of battery life.  I've been using the computer for three hours, four open apps, and have bumped the battery gauge to 98%.  Think I've eliminated battery anxiety.  App launches are two to three times faster on the Air vs. my Mini.  The new laptop is zippy!  I'm thrilled with my new laptop and look forward to many years together.",English,5.0,28.0,2021-01-11,Capacity: 256GBColor: Silver,256GB,Silver
15,r211qwbbkd2c9y,"Update:I saw some reviews that said their 3rd party usb hub broke their Mac. I've been using a usb-c to usb-a for a few weeks now with no problems (made by UNI). It's worked for everything I threw at it; Logitech G910 keyboard, Razor mouse, Yamaha digital piano, RME Audio Interface, Roland A-49 midi keyboard. They all worked. I also have a cheapo Amazon Basics single usb adaptor cord about 6"" long, and it too works with everything on the MacBook.After decades of looking through Bill Gates' Windows, I bought my first Mac but only because of the new M1 chip, where everything is on this one chip, which makes it faster. Applications optimized for the M1 now rival high end PCs (and for the first time too). I never was interested in Macs because they were overpriced and underpowered, but it looks like that worm has turned. Just don't buy an earlier version of Macs, especially with Intel chips.Keep in mind when/if you buy this, there are NO upgrades later on; ZERO, NADA, nothing to change out. You can't add RAM nor Storage once it's built. (There is a workaround on storage, by adding an external SSD drive, but as I understand it there are some problems viewing what is on your external drive, but that may change over time.)Also, SSD storage, while blazingly fast and so worth it, need about 10% 'headroom.' That is for example, if you have 256GB storage, you can only use 230GB as you need a 10% reserve to account for SSDs getting used up. It's the nature of the beast. And of course the preinstalled software also takes up storage space from day one. For my PC I bought a 250GB SSD and found that it was maxing out pretty fast, so I replaced with a 1TB SSD and have already filled up half of it, but I don't expect to fill it up completely anytime soon. It should be good for maybe a decade or so.So bottom line, get at least the 512GB storage or you'll be sorry. It does kind of suck that Apple charges so much for each step increase in storage, but paying the extra $200 in this case is worth it, IMHO. The jury is still out on if you need 16BG of RAM vs the 8GB models currently in stock, (Apple treats it like a custom order at this time, with a waiting period.)  If it was a PC, then getting 16GB RAM is a no-brainer, but in the case of the M1 chip, it shares memory within the chip, making the most use of it. I have 32GB in my PC because RAM sticks are relatively cheap.Remember, once you buy a MacBook, it will stay as is. Upgrades are impossible (which has always been the case for notebooks anyway).","Update:I saw some reviews that said their 3rd party usb hub broke their Mac. I've been using a usb-c to usb-a for a few weeks now with no problems (made by UNI). It's worked for everything I threw at it; Logitech G910 keyboard, Razor mouse, Yamaha digital piano, RME Audio Interface, Roland A-49 midi keyboard. They all worked. I also have a cheapo Amazon Basics single usb adaptor cord about 6"" long, and it too works with everything on the MacBook.After decades of looking through Bill Gates' Windows, I bought my first Mac but only because of the new M1 chip, where everything is on this one chip, which makes it faster. Applications optimized for the M1 now rival high end PCs (and for the first time too). I never was interested in Macs because they were overpriced and underpowered, but it looks like that worm has turned. Just don't buy an earlier version of Macs, especially with Intel chips.Keep in mind when/if you buy this, there are NO upgrades later on; ZERO, NADA, nothing to change out. You can't add RAM nor Storage once it's built. (There is a workaround on storage, by adding an external SSD drive, but as I understand it there are some problems viewing what is on your external drive, but that may change over time.)Also, SSD storage, while blazingly fast and so worth it, need about 10% 'headroom.' That is for example, if you have 256GB storage, you can only use 230GB as you need a 10% reserve to account for SSDs getting used up. It's the nature of the beast. And of course the preinstalled software also takes up storage space from day one. For my PC I bought a 250GB SSD and found that it was maxing out pretty fast, so I replaced with a 1TB SSD and have already filled up half of it, but I don't expect to fill it up completely anytime soon. It should be good for maybe a decade or so.So bottom line, get at least the 512GB storage or you'll be sorry. It does kind of suck that Apple charges so much for each step increase in storage, but paying the extra $200 in this case is worth it, IMHO. The jury is still out on if you need 16BG of RAM vs the 8GB models currently in stock, (Apple treats it like a custom order at this time, with a waiting period.)  If it was a PC, then getting 16GB RAM is a no-brainer, but in the case of the M1 chip, it shares memory within the chip, making the most use of it. I have 32GB in my PC because RAM sticks are relatively cheap.Remember, once you buy a MacBook, it will stay as is. Upgrades are impossible (which has always been the case for notebooks anyway).",English,5.0,24.0,2021-01-26,Capacity: 512GBColor: Gold,512GB,Gold
16,r2n1pcvz3m4ul5,"I love its bootup sound and appearance BUT, it wont run any of my old software.  So what good is that?  Just because it purrs like a kitten it ain't worth a thing to me.  So that is why I am returning mine.  Unless you never owned a computer buy it.  Too reinvest in all the needed software whould be out of my price range.","I love its bootup sound and appearance BUT, it wont run any of my old software.  So what good is that?  Just because it purrs like a kitten it ain't worth a thing to me.  So that is why I am returning mine.  Unless you never owned a computer buy it.  Too reinvest in all the needed software whould be out of my price range.",English,4.0,32.0,2020-11-30,Capacity: 512GBColor: Space Gray,512GB,Space Gray
17,rov436bmjdkum,The computer is everything I thought it would be. Gave the camera a 3 star because quality could be better but I don’t use FaceTime as much so it’s not a big deal to me. Overall so worth the money. Great investment for my book writing and finances.Definitely a major upgrade from my HP.Now I wasn’t sure who to contact about delivery or where to write it but I don’t appreciate having told them I want someone to sign for it being it is a high value priced item and it was just thrown on my porch and I wasn’t notified at all then when I go look it says it was directly handed to me. Don’t like liars so Amazon you need to get it together because if this would have gotten stolen I would have raised hell for my money back.-thanks.,The computer is everything I thought it would be. Gave the camera a 3 star because quality could be better but I don’t use FaceTime as much so it’s not a big deal to me. Overall so worth the money. Great investment for my book writing and finances.Definitely a major upgrade from my HP.Now I wasn’t sure who to contact about delivery or where to write it but I don’t appreciate having told them I want someone to sign for it being it is a high value priced item and it was just thrown on my porch and I wasn’t notified at all then when I go look it says it was directly handed to me. Don’t like liars so Amazon you need to get it together because if this would have gotten stolen I would have raised hell for my money back.-thanks.,English,5.0,31.0,2021-01-12,Capacity: 256GBColor: Gold,256GB,Gold
18,r1pdf1u9glkh74,"The unit is smaller than the original Air, also it has NO USB ports, the description on the page is misleading and they never show the right-hand side of the unit in the pictures, otherwise, I would have never bought it, Amazon return policy is horrible they take 2 weeks to refund your money, took it out looked at it said nope, didn't even registered it.  Waste of time and money.","The unit is smaller than the original Air, also it has NO USB ports, the description on the page is misleading and they never show the right-hand side of the unit in the pictures, otherwise, I would have never bought it, Amazon return policy is horrible they take 2 weeks to refund your money, took it out looked at it said nope, didn't even registered it.  Waste of time and money.",English,1.0,25.0,2021-03-31,Capacity: 256GBColor: Gold,256GB,Gold
19,r1mar4a03l6gv2,The first one I received got bricked trying to restore after the initial setup failed.The second one is fine.You can google the issues.Apple support said I'd need to bring the first one into the apple store for a firmware update to get it working.Not great for a brand new 1000$ laptop.Anyway the second one came already updated and everything has been fine so I'm happy now.It's snappy and has that new macbook smell.,The first one I received got bricked trying to restore after the initial setup failed.The second one is fine.You can google the issues.Apple support said I'd need to bring the first one into the apple store for a firmware update to get it working.Not great for a brand new 1000$ laptop.Anyway the second one came already updated and everything has been fine so I'm happy now.It's snappy and has that new macbook smell.,English,3.0,22.0,2021-01-17,Capacity: 256GBColor: Space Gray,256GB,Space Gray
20,r2176k4t9140og,"I put this along side my £3,500 13” MacBook Pro (2019), which was spec’d up to the max, and the M1 Air wiped the floor with it. Twice as fast encoding the same video, making my top of the line Intel MacBook Pro instantly obsolete. You can not go wrong with this purchase. This is the biggest evolutionary leap in desktop computing since the early 00’s. I’m just upset I bought this as a gift for someone else.","I put this along side my £3,500 13” MacBook Pro (2019), which was spec’d up to the max, and the M1 Air wiped the floor with it. Twice as fast encoding the same video, making my top of the line Intel MacBook Pro instantly obsolete. You can not go wrong with this purchase. This is the biggest evolutionary leap in desktop computing since the early 00’s. I’m just upset I bought this as a gift for someone else.",English,5.0,20.0,2021-01-13,Capacity: 512GBColor: Gold,512GB,Gold
21,r3oa6qipeikgxp,"If I could go back I probably would though past the time now.I'd say I'm computer savvy, spent years of time on windows programs, photoshop etc. Now that my current Dell Inspiron is reaching the end of its life, I followed all the great reviews and purchased this MacBook Air M1.Everything is hard. I actually loved my Dell in many ways, though hopefully its life, around 4-5 years, is about half what this Mac will be.Things I'm missing the most so far, a touch screen, the ability to fully open ie fold-back and flatten the rotation the screen, even the fact of needing to use 3 fingers to take screen-shots instead of an allocated button, the delete button is actually a back-space not delete button. Notifications keep coming in upper right corner, blocking what I might want to access there. One needs to go through each app to change the setting btw, there's no default to say do not show notifications. It would at least be good to have the option to change the location of where they show up. I much prefer chrome to safari, though found on reading that chrome eats up a lot more power. I downloaded Flotata this morning which is supposed to help though I haven't tried yet. Incredibly frustrating especially when time is very limited, trying to figure things out!! Have spent hours on calls with Apple support which thankfully is very accessible. But my computer seems glitchy, sometimes the screen-sharing doesn't work. I haven't purchased a mouse as yet for it and also finding ""right-clicking"" with 2 finger tapping to be frustrating and not working as I'd expect it to.Overall unfortunately not a happy camper. Maybe for Mac users it may be a good machine for whatever reason.I was also very torn whether to get the 8 or 16gb, I went with the 8. I don't think that would make a difference at this early stage of being new.I also tried to have my teen daughter, who's used to Macs, give me tips though she was't terribly helpful so I watched a couple of YouTube vids which gave some guidance, things are not intuitive.I don't like posting negative reviews, though sharing this in case others in similar situations ie needing to carry on with trying to get things done, while their windows laptop is reaching the end of its life and needing to choose a new machine, may find this helpful.Also as an fyi, I had to pay an additional nearly $300 to have my 2 external hard-drives transferred onto a new Mac compatible one, so I can access all my previous work.Wishing everyone better luck!","If I could go back I probably would though past the time now.I'd say I'm computer savvy, spent years of time on windows programs, photoshop etc. Now that my current Dell Inspiron is reaching the end of its life, I followed all the great reviews and purchased this MacBook Air M1.Everything is hard. I actually loved my Dell in many ways, though hopefully its life, around 4-5 years, is about half what this Mac will be.Things I'm missing the most so far, a touch screen, the ability to fully open ie fold-back and flatten the rotation the screen, even the fact of needing to use 3 fingers to take screen-shots instead of an allocated button, the delete button is actually a back-space not delete button. Notifications keep coming in upper right corner, blocking what I might want to access there. One needs to go through each app to change the setting btw, there's no default to say do not show notifications. It would at least be good to have the option to change the location of where they show up. I much prefer chrome to safari, though found on reading that chrome eats up a lot more power. I downloaded Flotata this morning which is supposed to help though I haven't tried yet. Incredibly frustrating especially when time is very limited, trying to figure things out!! Have spent hours on calls with Apple support which thankfully is very accessible. But my computer seems glitchy, sometimes the screen-sharing doesn't work. I haven't purchased a mouse as yet for it and also finding ""right-clicking"" with 2 finger tapping to be frustrating and not working as I'd expect it to.Overall unfortunately not a happy camper. Maybe for Mac users it may be a good machine for whatever reason.I was also very torn whether to get the 8 or 16gb, I went with the 8. I don't think that would make a difference at this early stage of being new.I also tried to have my teen daughter, who's used to Macs, give me tips though she was't terribly helpful so I watched a couple of YouTube vids which gave some guidance, things are not intuitive.I don't like posting negative reviews, though sharing this in case others in similar situations ie needing to carry on with trying to get things done, while their windows laptop is reaching the end of its life and needing to choose a new machine, may find this helpful.Also as an fyi, I had to pay an additional nearly $300 to have my 2 external hard-drives transferred onto a new Mac compatible one, so I can access all my previous work.Wishing everyone better luck!",English,1.0,15.0,2021-07-12,Capacity: 512GBColor: Silver,512GB,Silver
